,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,Index of Multiple Deprivation Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,priority_places_for_food_oct22_domain_supermarket_proximity,priority_places_for_food_oct22_domain_supermarket_accessibility,priority_places_for_food_oct22_domain_ecommerce_access,priority_places_for_food_oct22_domain_socio_demographic,priority_places_for_food_oct22_domain_nonsupermarket_proximity,priority_places_for_food_oct22_domain_food_for_families,priority_places_for_food_oct22_domain_fuel_poverty,priority_places_for_food_oct22_country,priority_places_for_food_oct22_country_denominator,priority_places_for_food_oct22_combined,Priority Places for Food Index: Supermarket proximity decile,Priority Places for Food Index: Supermarket accessibility decile,Priority Places for Food Index: Online supermarket delivery access decile,Priority Places for Food Index: Socio-demographic determinants of food insecurity decile,Priority Places for Food Index: Non-supermarket food retail proximity decile,Priority Places for Food Index: Need for further food support decile,Priority Places for Food Index: Fuel poverty decile,Priority Places for Food Index: Overall decile,AHAH_V3_0_ah3gp,AHAH_V3_0_ah3dent,AHAH_V3_0_ah3phar,AHAH_V3_0_ah3hosp,AHAH_V3_0_ah3blue,AHAH_V3_0_ah3gpas,AHAH_V3_0_ah3ffood,AHAH_V3_0_ah3gamb,AHAH_V3_0_ah3leis,AHAH_V3_0_ah3pubs,AHAH_V3_0_ah3tob,AHAH_V3_0_ah3no2,AHAH_V3_0_ah3so2,AHAH_V3_0_ah3pm10,AHAH_V3_0_ah3gp_rnk,AHAH_V3_0_ah3dent_rnk,AHAH_V3_0_ah3phar_rnk,AHAH_V3_0_ah3hosp_rnk,AHAH_V3_0_ah3leis_rnk,AHAH_V3_0_ah3gpas_rnk,AHAH_V3_0_ah3blue_rnk,AHAH_V3_0_ah3no2_rnk,AHAH_V3_0_ah3so2_rnk,AHAH_V3_0_ah3pm10_rnk,AHAH_V3_0_ah3gamb_rnk,AHAH_V3_0_ah3pubs_rnk,AHAH_V3_0_ah3tob_rnk,AHAH_V3_0_ah3ffood_rnk,AHAH_V3_0_ah3gp_pct,AHAH_V3_0_ah3dent_pct,AHAH_V3_0_ah3phar_pct,AHAH_V3_0_ah3hosp_pct,AHAH_V3_0_ah3leis_pct,AHAH_V3_0_ah3gpas_pct,AHAH_V3_0_ah3blue_pct,AHAH_V3_0_ah3no2_pct,AHAH_V3_0_ah3so2_pct,AHAH_V3_0_ah3pm10_pct,AHAH_V3_0_ah3gamb_pct,AHAH_V3_0_ah3pubs_pct,AHAH_V3_0_ah3tob_pct,AHAH_V3_0_ah3ffood_pct,AHAH_V3_0_ah3h,AHAH_V3_0_ah3g,AHAH_V3_0_ah3e,AHAH_V3_0_ah3r,AHAH_V3_0_ah3h_rnk,AHAH_V3_0_ah3g_rnk,AHAH_V3_0_ah3e_rnk,AHAH_V3_0_ah3r_rnk,AHAH_V3_0_ah3h_pct,AHAH_V3_0_ah3g_pct,AHAH_V3_0_ah3e_pct,AHAH_V3_0_ah3r_pct,AHAH_V3_0_ah3ahah,AHAH_V3_0_ah3ahah_rn,AHAH_V3_0_ah3ahah_pc,LSOA,Researcher initials (first),Coder initials (first),Date of data coding,Number of Images taken in the LSOA,Number of unique images taken in the LSOA,Number of dates photos taken across LSOA,Number of unique adverts in the LSOA,Number of unique advertising assets in the LSOA,Most common Advertising asset type in the LSOA,Number of different Advertising asset types in the LSOA,List of all the different Advertising asset types in the LSOA,Most common advert size in the LSOA,Number of different advert sizes in the LSOA,Number of different advertised product types in the LSOA,List of all the different Advertised product types in the LSOA,Number of different Products advertised in the LSOA,Most common Brand advertised in the LSOA,Number of different Brand advertised in the LSOA,List of all the different Brand advertised in the LSOA,Number of Products advertised with a price in the LSOA,Total price of Products advertised in the LSOA,Mean price of Products advertised in the LSOA,"Number of Products  with Fruit, Veg and Nut measure","Average percentage of products made up of fruit, vegetables and/or nuts across adverts in the LSOA",Count of adverts with a NPM status of fail,Count of adverts with a NPM status of pass,Count of adverts compliant with proposed healthy advertising policy restrictions,Count of adverts non-compliant with proposed healthy advertising policy restrictions
242,E01011525,Leeds 095C,Leeds 095C,208962.694821,3631.7121683814967,17522,6,Leeds 095C,E08000035,Leeds,16.437,17522,6,0.082,19173,6,0.075,17429,6,10.552,21310,7,-0.027,16416,5,0.177,13882,5,8.423,29996,10,45.799,2715,1,0.093,20297,7,0.107,19081,6,-0.663,26078,8,0.297,16257,5,-0.355,21808,7,-1.52,23506,8,1.089,3181,1,0.669,6762,3,1582,299,939,344,946.5,17792,14831,18356,17985,30019,6234,18429,E,32843,15550,6,5,6,6,10,2,6,5,2.5912,2.5912,2.58,2.5912,13.94621053,0.344745279,1.11045,2.663,2.5415,1.0841,2.663,19.26704,2.2654725,15.5305125,16607,17647,22221,17045,8582,33664,40825,35129,38378,29275,25600,35657,33674,34032,39,42,53,40,20,80,97,84,91,70,61,85,80,81,-0.28494752444864113,1.4430865940530366,0.977921978539057,0.777356900919774,15392,41525,35957,33894,37,100,87,82,46.01326525749574,40908,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,E01011526,Leeds 093C,Leeds 093C,270066.287106,3218.8482800608494,31056,10,Leeds 093C,E08000035,Leeds,4.452,31056,10,0.032,30408,10,0.034,29641,10,4.123,28379,9,-0.661,25475,8,-0.201,19630,6,12.202,26344,9,11.118,22871,7,0.028,30972,10,0.073,24562,8,-1.185,30625,10,0.226,24482,8,0.211,12113,4,-3.253,30123,10,-1.299,30781,10,0.498,8441,3,1316,245,823,248,834.75,9158,6570,26601,31336,12560,4408,26426,E,32843,22651,3,3,9,10,4,2,9,7,4.5495,4.5495,1.8478,4.1377,13.38424485,0.41645962,2.4951,4.6213,4.4998,2.1462,4.6213,19.118555,2.47558,15.48878,27951,28553,14512,25171,17362,24103,40631,34961,39943,29039,15581,26042,25165,21901,66,68,34,60,41,57,97,83,95,69,37,62,60,52,0.11543844867054247,1.0667669267525286,1.0723314133176622,0.07918667287971647,23790,40268,36787,22019,58,97,89,53,38.24666185441024,39270,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,E01011527,Leeds 096D,Leeds 096D,876381.590208,8975.293458875682,23680,8,Leeds 096D,E08000035,Leeds,10.676,23680,8,0.045,27334,9,0.057,22311,7,16.324,16319,5,-0.267,20139,7,0.414,10243,4,11.571,27057,9,16.911,17665,6,0.073,23471,8,0.051,28882,9,-0.061,17084,6,0.31,14859,5,0.057,14665,5,-2.122,26389,9,-0.206,19703,6,0.394,9584,3,1718,277,884,557,879.0,9198,8228,16854,26661,11644,10378,28310,E,32843,15811,3,3,6,9,4,4,9,5,2.6494,3.0964,2.9667,2.63,14.2226,0.388140082,6.5585,2.7795,7.7962,3.83,8.5462,19.947706666666665,1.9292941666666668,14.663200000000002,17068,21298,25373,17313,26822,28655,40892,35955,34306,24840,24798,15275,15064,9778,40,51,60,41,64,68,97,86,82,59,59,36,36,23,0.04418498432774059,1.269384681301045,0.7507061490787179,-0.2961057059428599,22273,41161,33518,14761,54,99,81,36,36.72875393780203,38713,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,E01011528,Leeds 095D,Leeds 095D,289831.565202,3337.818550344508,27924,9,Leeds 095D,E08000035,Leeds,7.312,27924,9,0.045,27361,9,0.037,28786,9,6.275,25871,8,-0.127,18015,6,-0.252,20384,7,15.771,21976,7,16.827,17731,6,0.045,28252,9,0.102,19779,7,-0.958,29035,9,0.253,21346,7,0.476,8289,3,-4.238000000000002,31796,10,-0.421,22830,7,0.628,7155,3,1568,345,979,244,982.25,6135,9628,26601,27144,27509,5453,31359,E,32843,26908,2,3,9,9,9,2,10,9,3.7905,3.7905,3.6104,3.7905,15.14551053,0.398202777,1.9354,3.8623,3.7408,1.9354,3.8623,18.8046725,2.35009475,15.5372425,24524,25270,29394,23752,14176,27097,41112,34551,39120,29316,18625,27892,28175,25996,58,60,70,56,33,64,98,82,93,70,44,67,67,62,0.157492095193093,1.2795053701014611,1.0038974922491406,0.267011448326172,24673,41195,36202,25754,60,99,87,62,42.678783245624494,40363,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,E01011529,Leeds 096E,Leeds 096E,642571.1702350001,5343.004262322893,7881,3,Leeds 096E,E08000035,Leeds,30.32,7881,3,0.154,10154,4,0.116,10255,4,40.107,5340,2,0.383,10556,4,1.502,1061,1,11.953,26614,9,28.453,9696,3,0.221,8635,3,0.118,17574,6,0.994,3814,2,0.389,7548,3,-0.144,18230,6,-0.972,20557,7,0.484,9417,3,0.456,8860,3,1367,308,774,285,786.0,13855,15340,8458,13088,15821,10189,8821,E,32843,2875,5,5,3,4,5,4,3,1,2.045,2.9592,2.50375,1.35295,13.22170753,0.386096627,7.052,3.73975,7.15762807,1.737,9.5299,20.39612,1.927014,14.75069,11949,20349,21546,6427,25469,28938,40564,36409,34263,25334,19242,29579,13588,9188,28,48,51,15,61,69,97,87,82,60,46,71,32,22,-0.2586852317393323,1.2089060557559799,0.7764990042056533,-0.1928432763645796,15895,40961,33823,16645,39,99,82,40,34.800245912842215,37952,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,E01011530,Leeds 106A,Leeds 106A,2077014.482559,11136.33090160164,20096,7,Leeds 106A,E08000035,Leeds,13.852,20096,7,0.072,21059,7,0.066,19757,7,13.342,18728,6,-0.131,18077,6,0.131,14646,5,14.19,23995,8,32.723,7339,3,0.108,18506,6,0.081,23238,8,-0.218,19697,6,0.292,16813,6,0.176,12620,4,-1.674,24273,8,0.616,7743,3,0.613,7297,3,1345,221,750,374,763.0,16008,17145,18356,20659,28246,8094,21663,E,32843,16737,5,6,6,7,9,3,7,6,3.5093,3.2943,3.2727,1.9438,12.73751053,0.376990527,1.3233,4.9773,3.0025,1.6548,5.09,18.67028625,2.067009125,14.91165875,22941,22563,27464,11870,10784,30159,40336,34332,36276,26148,14473,30357,23467,31706,54,54,65,28,25,72,96,82,86,62,34,73,56,76,-0.11666646661589053,1.2120233630618171,0.7906038960758028,0.26846039512937425,18793,40975,33967,25784,46,99,82,62,38.165066124766184,39236,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,E01011531,Leeds 093D,Leeds 093D,1466794.0123405,7440.725110158782,20526,7,Leeds 093D,E08000035,Leeds,13.471,20526,7,0.067,22172,7,0.073,18083,6,13.622,18487,6,0.244,12425,4,0.166,14077,5,12.532,25967,8,18.537,16407,5,0.086,21390,7,0.08,23387,8,-0.607,25330,8,0.33,12718,4,0.232,11785,4,-3.226,30056,10,0.141,14262,5,0.032,14780,5,1512,186,697,629,722.25,14840,8302,16234,19307,27692,4336,28841,E,32843,17654,5,3,5,6,9,2,9,6,3.5953,3.5953,2.4054,3.5953,13.87559996,0.328414083,2.03895,3.6671,3.5456,1.9107,3.6671,18.691268333333333,2.3363413333333334,15.039118333333334,23452,24327,20601,22882,13315,34932,40805,34367,39011,26805,19599,28112,29070,25138,56,58,49,54,31,83,97,82,93,64,46,67,69,60,0.00016221504086605387,1.4968864508901985,0.935573128981218,0.28705637111423676,21270,41583,35546,26101,51,100,86,63,43.751867816853625,40541,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,E01011532,Leeds 095E,Leeds 095E,491383.6419759999,4008.145690735849,8127,3,Leeds 095E,E08000035,Leeds,29.784,8127,3,0.188,7462,3,0.135,7967,3,35.379,6647,3,0.777,6116,2,0.284,12183,4,10.703,27951,9,31.509,7987,3,0.199,10173,4,0.348,3086,1,0.694,6553,2,0.399,6884,3,-0.382,22255,7,-0.673,18814,6,0.658,7216,3,0.367,9914,4,1602,329,962,311,942.5,11942,24292,8458,6920,27896,7811,8737,E,32843,7218,4,8,3,3,9,3,3,3,3.48675,3.4905,3.3104,3.48675,13.66167419,0.431783408,1.1695,3.69455,3.4408,2.0221,3.69455,18.18331,2.194861,15.32754,22795,23759,27677,22374,12839,21366,40728,33666,37694,28214,19453,27128,28922,33399,54,56,66,53,30,51,97,80,90,67,46,65,69,80,0.06010751603111939,1.0037329759089701,0.8744787798464072,0.41204146588303264,22635,39775,34885,28288,55,96,84,68,37.054144583796315,38830,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,E01011533,Leeds 104A,Leeds 104A,284207.2757505,4802.511000068114,5965,2,Leeds 104A,E08000035,Leeds,34.783,5965,2,0.14,11489,4,0.151,6507,2,16.493,16207,5,0.871,5283,2,1.034,3269,1,9.745,28846,9,68.834,125,1,0.122,16812,6,0.168,12525,4,-0.093,17621,6,0.316,14188,5,-0.586,25323,8,-0.522,17994,6,1.823,426,1,0.765,5920,2,1269,178,809,282,812.75,20245,11586,18356,10283,30405,6106,10253,E,32843,11085,7,4,6,4,10,2,4,4,2.4383,2.4383,2.2416,2.4383,13.69081053,0.35741955,0.9932,2.535,2.3886,0.9566,2.5355,19.26704,2.2654725,15.5305125,15327,16421,18976,15914,7817,32472,40743,35129,38378,29275,26530,36761,34267,35298,36,39,45,38,18,77,97,84,91,70,63,88,82,84,-0.3825445689279744,1.3748692347410123,0.977921978539057,0.86638300997736,13513,41418,35957,34918,33,100,87,84,45.60798319192543,40849,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,E01011534,Leeds 106B,Leeds 106B,1147408.7983405,7513.141739415038,15679,5,Leeds 106B,E08000035,Leeds,18.514,15679,5,0.078,19897,7,0.053,23613,8,6.415,25699,8,0.086,14717,5,0.33,11490,4,8.952,29549,9,67.987,149,1,0.08,22322,7,0.173,12074,4,-1.102,30128,10,0.262,20312,7,-0.436,23062,8,-1.088,21210,7,1.712,574,1,0.915,4724,2,1473,289,899,285,910.0,18806,9971,18356,17157,28318,7785,14619,E,32843,11582,6,4,6,6,9,3,5,4,2.4663,1.853,1.98845,2.015,12.31168684,0.347784877,0.9978,3.7855,2.2886,1.5036,3.93125,16.543922857142856,1.9173985714285715,14.68633,15586,11201,16205,12491,7349,33388,40135,30991,34066,24971,19017,31791,27883,35243,37,26,38,29,17,80,96,74,81,59,45,76,66,84,-0.5361196729416653,1.306913016729028,0.600771879899535,0.5123072671961224,10790,41271,31531,30011,26,99,76,72,38.187713447816925,39248,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,E01011535,Leeds 108A,Leeds 108A,1097406.791141,7156.631123462051,28311,9,Leeds 108A,E08000035,Leeds,7.012,28311,9,0.043,27887,9,0.042,27223,9,4.097000000000002,28419,9,-0.765,26629,9,0.273,12337,4,10.752,27897,9,21.315,14320,5,0.053,26806,9,0.063,26568,9,-1.401,31616,10,0.232,23767,8,0.076,14342,5,-2.847,28997,9,0.331,11465,4,-0.026,15723,5,1694,290,970,434,959.0,7679,11110,23134,26788,10500,10597,26742,E,32843,16542,3,4,8,9,4,4,9,6,5.3675,8.08225,5.3675,4.03625,3.837,0.449528203,5.65025,8.57195,8.70161579,6.5102,13.16310527,14.77947,1.73836775,15.513515,30600,35307,34843,24778,28352,18227,19514,27052,30749,29181,8738,8210,9667,11087,73,84,83,59,67,43,46,64,73,69,20,19,23,26,0.6639872033949108,-0.1201872257375938,0.5122304502955821,-0.7553145936760266,33435,17083,30128,8149,81,41,73,20,20.376199394808417,22019,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,E01011536,Leeds 108B,Leeds 108B,3508313.899643,10687.221770043472,21246,7,Leeds 108B,E08000035,Leeds,12.816,21246,7,0.056,24593,8,0.063,20580,7,11.76,20184,7,0.011,15838,5,0.193,13626,5,16.302,21285,7,28.034,9929,4,0.079,22486,7,0.071,24942,8,-0.576,24915,8,0.307,15283,5,0.427,8928,3,-2.622,28241,9,0.64,7450,3,0.025,14893,5,1603,280,886,437,896.5,2496,7856,16854,23349,9501,11279,17771,E,32843,5766,1,3,6,8,3,4,6,2,5.4495,7.7045,5.4495,5.318,3.7215,0.374141216,5.587,8.1942,9.205584211,7.0412,14.67624705,15.874245,1.6622496666666666,15.177463333333334,30849,34966,34982,28572,29045,30514,18900,29626,29270,27474,9049,7517,8543,11186,73,83,83,68,69,73,45,71,70,65,21,18,20,26,0.7216735216174339,0.2491130212327375,0.4965889629959306,-0.7853535091414444,34129,26569,29891,7828,82,64,72,19,23.398006210864803,27634,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,E01011537,Leeds 107A,Leeds 107A,1509455.3110875,6109.173561343704,15493,5,Leeds 107A,E08000035,Leeds,18.705,15493,5,0.107,15321,5,0.113,10669,4,16.359,16294,5,0.187,13250,5,0.112,14951,5,9.884,28707,9,26.607,10808,4,0.106,18768,6,0.135,15592,5,-0.536,24422,8,0.355,10312,4,-0.211,19429,6,-1.459,23175,8,0.31,11744,4,0.613,7303,3,2023,311,1072,640,1098.0,9464,20745,16854,16812,12310,11133,15657,E,32843,6713,3,7,6,6,4,4,5,3,4.4097,1.412,4.4097,2.9217,4.1337,0.40948835,1.25,1.3697,8.098860644,7.0272,12.41214705,16.219495,1.5572026666666667,15.338511666666667,27410,7085,32610,19280,27357,25315,21102,30342,27143,28283,35984,7540,10295,32491,65,16,78,46,65,60,50,72,65,67,86,18,24,78,0.10620056822375168,0.14240519988295727,0.4840262823676132,0.06514314421656664,23594,23817,29678,21728,57,58,72,53,20.570552706280477,22423,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,E01011538,Leeds 107B,Leeds 107B,2848895.4454255,10352.121265773958,5898,2,Leeds 107B,E08000035,Leeds,34.961,5898,2,0.193,7142,3,0.154,6192,2,34.539,6932,3,0.909,4971,2,1.01,3450,2,11.293,27325,9,36.325,5667,2,0.201,10008,4,0.258,6524,2,0.298,11479,4,0.447,4184,2,-0.315,21140,7,-0.671,18797,6,0.748,6261,2,0.668,6777,3,1553,310,868,375,870.5,10173,24414,8458,10119,11838,9728,6079,E,32843,2805,4,8,3,4,4,3,2,1,1.76125,3.3356,1.76125,0.702,2.4911,0.361593693,1.1591,3.8253,7.457084211,4.4352,12.17131053,17.35295375,1.692369,15.91737,9339,22828,13453,1162,26129,32046,11788,32352,29856,31312,18813,12811,10531,33515,22,54,32,2,62,76,28,77,71,75,45,30,25,80,-0.5388563405206973,0.07829617046774162,0.6671168684249805,-0.11053835725489505,10744,22171,32445,18304,26,54,78,44,17.609382308159088,15840,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,E01011540,Leeds 102B,Leeds 102B,1738620.389462,6825.976072977897,3017,1,Leeds 102B,E08000035,Leeds,45.218,3017,1,0.229,5052,2,0.213,2585,1,47.397,3681,2,1.09,3594,2,1.099,2805,1,22.764,13456,5,35.776,5902,2,0.265,6074,2,0.244,7238,3,0.626,7327,3,0.506,1886,1,0.407,9186,3,-0.056,15477,5,0.82,5477,2,0.399,9503,3,1442,313,823,306,818.75,6214,11730,8458,5161,11047,6431,8127,E,32843,310,2,4,3,2,4,2,3,1,4.8883,4.735,4.8883,4.04615,14.39769474,0.389643848,2.7365,4.9875,5.0123,2.41685,5.0625,20.017695,2.1095756666666667,16.227388333333334,29203,29242,33919,24816,19313,28407,40932,36023,36737,32914,14441,23831,23588,20491,69,70,81,59,46,68,98,86,88,78,34,57,56,49,0.4170049306973872,1.2711098367381461,1.0246285582002777,-0.018759921553623594,29734,41166,36374,20097,72,99,88,49,42.94779065786453,40409,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,E01011541,Leeds 104B,Leeds 104B,441285.0929065,4932.790833516112,7248,3,Leeds 104B,E08000035,Leeds,31.608,7248,3,0.163,9419,3,0.115,10394,4,18.444,14804,5,0.953,4584,2,0.73,6169,2,13.964,24274,8,58.949,777,1,0.147,14313,5,0.267,6080,2,0.017,15777,5,0.325,13311,5,-0.444,23179,8,0.342,13496,5,1.531,1005,1,0.562,7768,3,1773,174,1064,535,1096.25,23941,16912,8458,5823,32139,6956,12372,E,32843,15419,8,6,3,2,10,3,4,5,1.3683,0.7704,0.54025,1.34,11.03620264,0.268814445,0.36,1.04315,1.3106,0.545,1.3106,18.743376666666663,2.1559266666666668,16.591676666666668,5639,1780,697,6306,2781,38067,39303,34457,37266,34654,38598,39793,39511,40743,13,4,1,15,6,91,94,82,89,83,92,95,94,97,-1.4967611105202145,1.4625637350708203,1.045379251219745,1.6796629388195092,1396,41544,36551,40501,4,100,88,98,53.24446667994729,41515,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,E01011545,Leeds 104C,Leeds 104C,207558.56312850004,2886.418451022851,11463,4,Leeds 104C,E08000035,Leeds,23.855,11463,4,0.112,14659,5,0.088,14615,5,23.678,11511,4,0.553,8475,3,0.082,15385,5,15.583,22245,7,51.762,1615,1,0.133,15702,5,0.145,14583,5,0.184,13140,5,0.359,9981,4,0.055,14714,5,-0.603,18429,6,1.313,1829,1,0.537,8015,3,1352,261,813,278,825.5,21985,8211,18356,14088,29558,8116,14086,E,32843,12564,7,3,6,5,9,3,5,4,1.7905,2.07425,1.6018,1.7905,10.83221053,0.339571163,1.4003,2.9139,2.2582,1.23065,3.1304,16.9841325,1.889446,15.8256675,9612,13258,11516,10577,7180,34102,39139,31748,33613,30837,23920,34326,31487,30907,23,31,27,25,17,81,93,76,80,73,57,82,75,74,-0.683302930625126,1.2211742091921867,0.7368243430177014,0.6110037207701855,8602,41022,33342,31584,21,99,80,76,38.379005575915244,39324,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,E01011546,Leeds 106C,Leeds 106C,1940029.0604400001,8563.535389222268,9351,3,Leeds 106C,E08000035,Leeds,27.395,9351,3,0.153,10257,4,0.104,11857,4,21.012,13132,4,0.331,11198,4,0.22,13192,5,24.804,11323,4,53.091,1427,1,0.259,6417,2,0.126,16664,6,0.055,15162,5,0.347,10995,4,0.678,6064,2,-0.752,19297,6,1.41,1422,1,0.348,10136,4,1587,286,947,354,958.25,16155,5808,8458,11660,27705,7431,11696,E,32843,5265,5,2,3,4,9,3,4,2,3.4505,3.4077,1.5984,2.3345,10.28907368,0.315014601,1.4825,4.6498,1.5984,0.968,4.8734,16.037527142857144,1.9925704285714283,15.307241428571428,22574,23268,11470,15154,4071,35819,38632,29954,35274,28110,15494,36660,24268,30076,54,55,27,36,9,85,92,71,84,67,37,88,58,72,-0.399247292307075,1.2589898248802647,0.6809199584081328,0.40750743873980627,13225,41136,32636,28212,32,99,79,68,37.76267932653493,39095,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,E01011547,Leeds 104D,Leeds 104D,582261.0622805,5000.522759511349,5560,2,Leeds 104D,E08000035,Leeds,35.926,5560,2,0.175,8378,3,0.151,6454,2,22.322,12337,4,0.954,4581,2,1.28,1844,1,26.893,9374,3,36.69,5509,2,0.189,10836,4,0.244,7277,3,-0.118,18039,6,0.38,8177,3,0.75,5339,2,-0.541,18087,6,0.76,6108,2,0.669,6767,3,1854,383,1115,356,1130.0,11843,6507,8458,8285,29529,7780,11160,E,32843,5232,4,2,3,3,9,3,4,2,2.8878,3.7175,2.8826,2.4408,7.898502631,0.378139511,2.8796,4.1492,2.866589474,2.712884211,4.3657,19.7641,2.06789475,17.364445,18871,24931,24755,15940,10121,30012,34920,35732,36292,37511,17350,21583,26131,19740,45,59,59,38,24,71,83,85,86,89,41,51,62,47,-0.1271981034697314,0.780961587520721,1.1546773832834492,0.02114237889099901,18571,37286,37498,20855,45,90,90,50,32.058720505989555,36487,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,E01011548,Leeds 106D,Leeds 106D,1907429.753811,7668.833235020101,18203,6,Leeds 106D,E08000035,Leeds,15.743,18203,6,0.069,21690,7,0.062,20835,7,11.711,20221,7,0.072,14913,5,0.495,9138,3,14.754,23346,8,39.07,4598,2,0.1,19438,6,0.085,22522,7,-0.719,26734,9,0.315,14293,5,0.29,10892,4,-2.2,26682,9,0.881,4892,2,0.588,7534,3,1464,229,809,426,813.25,3560,22018,16854,19902,13486,9582,15910,E,32843,7276,2,7,6,7,5,3,5,3,6.2175,8.1588,6.2175,4.043431579,6.3529,0.412600517,6.47,8.670515789,6.046647368,6.635084211,8.956615789,15.364915000000002,1.8398835,15.478708333333335,32570,35379,36016,24803,22655,24721,30620,28510,32626,28978,8646,8043,14417,9884,78,84,86,59,54,59,73,68,78,69,20,19,34,23,0.648359027242827,0.42899696633238404,0.5878448965540796,-0.6995349127213414,33221,30835,31339,8766,80,74,76,22,25.48629768821303,30657,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,E01011549,Leeds 108C,Leeds 108C,271862.954658,3710.739412373645,31347,10,Leeds 108C,E08000035,Leeds,4.157,31347,10,0.017,32460,10,0.037,28671,9,3.708,28868,9,-0.242,19747,7,-0.548,24432,8,9.637,28951,9,8.966,25124,8,0.024,31481,10,0.053,28641,9,-1.456,31819,10,0.226,24441,8,0.071,14451,5,-4.21,31756,10,-1.479,31471,10,0.295,10812,4,1461,287,992,182,1018.5,7733,5603,26601,32783,12260,9298,27501,E,32843,28326,3,2,9,10,4,3,9,9,3.2575,7.1775,3.2575,3.23,3.372,0.431753665,4.7455,7.6672,6.086647368,4.4212,10.80087368,16.752177500000002,1.882856,16.74095,21376,34378,27379,21077,22759,21379,16930,31349,33490,35283,9625,12860,11938,12820,51,82,65,50,54,51,40,75,80,84,23,30,28,30,0.29787051675930887,-0.10386854139500996,0.8488463438193756,-0.576614820965336,27542,17480,34604,10271,67,42,83,25,20.542437031730838,22374,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,E01011550,Leeds 106E,Leeds 106E,1035485.510533,8571.748507506447,20338,7,Leeds 106E,E08000035,Leeds,13.63,20338,7,0.049,26409,9,0.046,25835,8,9.667,22196,7,0.125,14108,5,0.286,12165,4,25.913,10246,4,32.014,7701,3,0.082,21960,7,0.063,26633,9,-0.845,28037,9,0.297,16352,5,0.964,3680,2,-2.51,27875,9,0.544,8612,3,0.699,6495,2,1340,256,791,293,789.5,3698,6843,26601,26058,10230,8895,27016,E,32843,16113,2,3,9,8,4,3,9,5,4.5995,7.119215789,4.5995,3.168,5.435,0.38130933,5.347115789,7.550915789,4.503647368,4.468584211,8.762110526,16.02838875,1.8373465,16.40208375,28152,34302,33224,20745,17378,29589,27221,29934,32558,33779,9757,12718,14740,11587,67,82,79,49,41,70,65,71,78,80,23,30,35,27,0.3971133700583543,0.47111564647936854,0.7412662337215291,-0.5508910605294803,29417,31726,33408,10610,71,77,81,26,25.467051853814397,30635,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
