,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
295,IW,VJ,23/05/2023,E01011363,IMG_5022,19/05/2023,AY_HFCA_21_01,AY_HFCA_21,NA,NA,12,1,5,Ideal Carpets & furniture,Ideal Carpets & furniture,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8,-1.565861111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5022.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
296,IW,VJ,23/05/2023,E01011363,IMG_5023,19/05/2023,AY_HFCA_22_01,AY_HFCA_22,NA,NA,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.799775,-1.565266667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5023.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
297,IW,VJ,23/05/2023,E01011363,IMG_5024,19/05/2023,AY_HFCA_23_01,AY_HFCA_23,NA,NA,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79976389,-1.565191667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5024.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
298,VJ,VJ,23/05/2023,E01011363,20230519_100224,19/05/2023,AY_HFCA_24_01,AY_HFCA_24,NA,NA,1,2,5,Halifax Bank,Halifax Bank,1,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8006838,-1.5668937,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_100224.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
299,VJ,VJ,23/05/2023,E01011363,20230519_100234,19/05/2023,AY_HFCA_25_01,AY_HFCA_25,NA,NA,1,2,3,Madri beer,Madri,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7992293,-1.5634474,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_100234.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
300,IW,VJ,23/05/2023,E01011363,IMG_5025,19/05/2023,AY_HFCA_26_01,AY_HFCA_26,NA,NA,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.799725,-1.564725,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5025.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
301,VJ,VJ,23/05/2023,E01011363,20230519_100250,19/05/2023,AY_HFCA_27_01,AY_HFCA_27,NA,NA,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7993659,-1.5635884,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_100250.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
302,IW,VJ,23/05/2023,E01011363,IMG_5026,19/05/2023,AY_HFCA_28_01,AY_HFCA_28,NA,NA,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79944722,-1.564436111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5026.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
303,IW,VJ,23/05/2023,E01011363,IMG_5027,19/05/2023,AY_HFCA_29_01,AY_HFCA_29,NA,NA,12,1,5,The waste team,The Waste Team,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79912222,-1.562875,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5027.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
304,IW,VJ,23/05/2023,E01011363,IMG_5029,19/05/2023,AY_HFCA_30_01,AY_HFCA_30,NA,NA,12,1,5,The waste team,The Waste Team,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79869444,-1.561925,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5029.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
305,IW,VJ,23/05/2023,E01011363,IMG_5030,19/05/2023,AY_HFCA_31_01,AY_HFCA_31,NA,NA,5,2,5,Deep Heat and Deep Freeze muscle massage roll on lotion,Deep Heat,0,Elonex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79785556,-1.563861111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5030.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
306,IW,VJ,23/05/2023,E01011363,IMG_5032,19/05/2023,AY_HFCA_31_02,AY_HFCA_31,NA,NA,5,2,5,Elonex advertise here,Elonex,1,Elonex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79784444,-1.563852778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5032.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
307,IW,VJ,23/05/2023,E01011363,IMG_5033,19/05/2023,AY_HFCA_31_03,AY_HFCA_31,NA,NA,5,2,5,Elonex advertise here,Elonex,1,Elonex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.797825,-1.563841667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5033.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
308,IW,VJ,23/05/2023,E01011363,IMG_5034,19/05/2023,AY_HFCA_32_01,AY_HFCA_32,NA,NA,10,2,5,Leeds Jazz Festival,Leeds Jazz Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79716111,-1.561644444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5034.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
309,IW,VJ,23/05/2023,E01011363,IMG_5034,19/05/2023,AY_HFCA_32_02,AY_HFCA_32,NA,NA,10,2,5,Ferocious (event),TAM Events,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79716111,-1.561644444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5034.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
310,IW,VJ,23/05/2023,E01011363,IMG_5034,19/05/2023,AY_HFCA_32_03,AY_HFCA_32,NA,NA,10,2,5,High performance podcast live tour,High Performance Podcast,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79716111,-1.561644444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5034.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
311,IW,VJ,23/05/2023,E01011363,IMG_5034,19/05/2023,AY_HFCA_32_04,AY_HFCA_32,NA,NA,10,2,5,The Commitments (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79716111,-1.561644444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5034.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
312,IW,VJ,23/05/2023,E01011363,IMG_5035,19/05/2023,AY_HFCA_32_05,AY_HFCA_32,NA,NA,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79715278,-1.561713889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5035.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
313,IW,VJ,23/05/2023,E01011363,IMG_5035,19/05/2023,AY_HFCA_32_06,AY_HFCA_32,NA,NA,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79715278,-1.561713889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5035.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
314,IW,VJ,23/05/2023,E01011363,IMG_5036,19/05/2023,AY_HFCA_32_07,AY_HFCA_32,NA,NA,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79711667,-1.561708333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5036.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
315,IW,VJ,23/05/2023,E01011363,IMG_5036,19/05/2023,AY_HFCA_32_08,AY_HFCA_32,NA,NA,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79711667,-1.561708333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5036.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
316,IW,VJ,23/05/2023,E01011363,IMG_5036,19/05/2023,AY_HFCA_32_09,AY_HFCA_32,NA,NA,10,2,5,Henry Moore Institute,Henry Moore Institute,1,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79711667,-1.561708333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5036.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
317,IW,VJ,23/05/2023,E01011363,IMG_5037,19/05/2023,AY_HFCA_32_10,AY_HFCA_32,NA,NA,10,2,5,The Commitments (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79711944,-1.561691667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5037.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
318,IW,VJ,23/05/2023,E01011363,IMG_5037,19/05/2023,AY_HFCA_32_11,AY_HFCA_32,NA,NA,10,2,5,The Bodyguard (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79711944,-1.561691667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5037.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
319,IW,VJ,23/05/2023,E01011363,IMG_5037,19/05/2023,AY_HFCA_32_12,AY_HFCA_32,NA,NA,10,2,5,Bradford Science Festival,Bradford Science Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79711944,-1.561691667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5037.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
320,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,NA,NA,6,2,1,Mozzarella dippers with marinara sauce,TGI Fridays,1,NA,10,Advert,g,NA,228,https://www.iceland.co.uk/p/tgi-fridays-6-mozzarella-xl-dippers-228g/93240.html,3,https://www.iceland.co.uk/p/tgi-fridays-6-mozzarella-xl-dippers-228g/93240.html,19.2,7,0.5,440,314,2,13,0,14,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
321,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,NA,NA,6,2,1,Lightly spiced shrimp,TGI Fridays,1,NA,10,Advert,g,NA,264,https://www.iceland.co.uk/p/tgi-fridays-12-cajun-prawns-264g/87672.html,3,https://www.iceland.co.uk/p/tgi-fridays-12-cajun-prawns-264g/87672.html,13.4,5.7,0.9,840,240,1.5,12.1,0,15,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
322,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,NA,NA,6,2,1,Fridays Corndog,TGI Fridays,1,NA,10,Advert,g,28,170,https://www.tesco.com/groceries/en-GB,3,https://www.tesco.com/groceries/en-GB,21.5,5.3,3.9,560,337,0.9,10.2,0,14,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
323,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,NA,NA,6,2,1,Fridays sesame chicken strips,TGI Fridays,1,NA,10,Advert,g,NA,480,https://www.iceland.co.uk/p/tgi-fridays-sesame-chicken-strips-in-a-tennessee-style-glaze-480g/86996.html,3,https://www.iceland.co.uk/p/tgi-fridays-sesame-chicken-strips-in-a-tennessee-style-glaze-480g/86996.html,1.4,0.2,35.4,520,184,0.6,1.3,0,14,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
324,VJ,VJ,23/05/2023,E01011363,20230519_102007,19/05/2023,AY_HFCA_34_01,AY_HFCA_34,NA,NA,6,2,3,2-4-1 cocktails,TGI Fridays,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7973744,-1.56155,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102007.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
325,IW,VJ,23/05/2023,E01011363,IMG_5038,19/05/2023,AY_HFCA_35_01,AY_HFCA_35,NA,NA,6,2,5,House builder,Strata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79570278,-1.563986111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5038.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
326,IW,VJ,23/05/2023,E01011363,IMG_5039,19/05/2023,AY_HFCA_36_01,AY_HFCA_36,NA,NA,1,2,3,Madri beer,Madri,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79508611,-1.564866667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5039.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
327,IW,VJ,23/05/2023,E01011363,IMG_5040,19/05/2023,AY_HFCA_37_01,AY_HFCA_37,NA,NA,1,2,5,Army recruitment,British Army,1,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79503889,-1.56495,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5040.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
328,VJ,VJ,23/05/2023,E01011363,20230519_102650,19/05/2023,AY_HFCA_38_01,AY_HFCA_38,NA,NA,12,1,5,Tiles & Bathrooms,Al-Murad Tiles,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7948352,-1.5652137,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102650.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
329,IW,VJ,23/05/2023,E01011363,IMG_5041,19/05/2023,AY_HFCA_39_01,AY_HFCA_39,NA,NA,1,2,1,Sweet chilli sauce,Co-op,1,Clear Channel,2,https://shop.coop.co.uk/product/16ab2e75-c14a-45cf-a5f6-e9113863b9f9,g,NA,350,https://shop.coop.co.uk/product/16ab2e75-c14a-45cf-a5f6-e9113863b9f9,3,https://shop.coop.co.uk/product/16ab2e75-c14a-45cf-a5f6-e9113863b9f9,0.5,0.1,28,1160,135,0,0.5,0,17,1,1,0,53.79506667,-1.565022222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5041.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
330,IW,VJ,23/05/2023,E01011363,IMG_5041,19/05/2023,AY_HFCA_39_01,AY_HFCA_39,NA,NA,1,2,1,Chicken curry,Co-op,1,Clear Channel,3.75,https://shop.coop.co.uk/product/b9a02283-99e2-4645-8d88-2eb49f3fdba9,g,NA,400,https://shop.coop.co.uk/product/b9a02283-99e2-4645-8d88-2eb49f3fdba9,3,https://shop.coop.co.uk/product/b9a02283-99e2-4645-8d88-2eb49f3fdba9,4.4,1.2,0.5,140,118,2.3,6,0,-1,0,0,0,53.79506667,-1.565022222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5041.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
331,IW,VJ,23/05/2023,E01011363,IMG_5042,19/05/2023,AY_HFCA_40_01,AY_HFCA_40,NA,NA,1,2,2,Pepsi Max (can),Pepsi,0,Clear Channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,0,0,0,0,0.4,0,0,0,0,0,0,0,53.79504722,-1.564952778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5042.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
332,VJ,VJ,23/05/2023,E01011363,20230519_102710,19/05/2023,AY_HFCA_41_01,AY_HFCA_41,NA,NA,10,2,5,High performance podcast live tour,High Performance Podcast,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7950315,-1.5650175,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102710.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
333,VJ,VJ,23/05/2023,E01011363,20230519_102710,19/05/2023,AY_HFCA_41_02,AY_HFCA_41,NA,NA,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7950315,-1.5650175,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102710.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
334,VJ,VJ,23/05/2023,E01011363,20230519_102710,19/05/2023,AY_HFCA_41_03,AY_HFCA_41,NA,NA,10,2,5,Bradford Science Festival,Bradford Science Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7950315,-1.5650175,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102710.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
335,VJ,VJ,23/05/2023,E01011363,20230519_102729,19/05/2023,AY_HFCA_41_04,AY_HFCA_41,NA,NA,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7949941,-1.5651214,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102729.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
336,VJ,VJ,23/05/2023,E01011363,20230519_102729,19/05/2023,AY_HFCA_41_05,AY_HFCA_41,NA,NA,10,2,5,High performance podcast live tour,High Performance Podcast,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7949941,-1.5651214,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102729.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
337,VJ,VJ,23/05/2023,E01011363,20230519_102729,19/05/2023,AY_HFCA_41_06,AY_HFCA_41,NA,NA,10,2,5,Leeds Record Fair,Kirkgate Market,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7949941,-1.5651214,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102729.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
338,VJ,VJ,23/05/2023,E01011363,20230519_102755,19/05/2023,AY_HFCA_41_07,AY_HFCA_41,NA,NA,10,2,5,The Bodyguard (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.7949134,-1.5651355,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_102755.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
